SampleID	height	tiller	wetWeight
B4019La	48	9	10.35
B4019Lb	57	9	19.9
B4019Lc	58	9	20.83
B4019Ld	53	18	26.31
C4023La	56	21	49.23
C4023Lb	56	22	59.76
C4023Lc	56	22	42.56
C4023Ld	54	20	34.58
C4023Le	53	15	26.36
C4023Lf	55	12	19.61
C4024La	73	10	34.8
C4024Lb	71	23	81
C4024Lc	68	17	54.32
C4024Ld	69	16	51.65
C4024Le	76	11	50.49
C4024Lf	66	13	33.84
C4025La	50	14	25.72
C4025Lb	56	18	41.67
C4025Lc	51	16	31.96
C4025Ld	61	17	40.21
C4025Le	52	17	28.55
C4025Lf	54	22	47.04
C4026La	48	14	21.55
C4026Lb	52	12	14.78
C4026Lc	61	12	19.09
C4026Ld	56	12	21.64
C4026Le	50	12	15.54
C4026Lf	53	10	14.82
C4028La	62	14	32.35
C4028Lb	64	10	24.75
C4028Lc	64	12	25.95
C4028Ld	64	11	26.57
C4028Le	69	7	20.76
C4028Lf	58	11	13.89
C4029La	56	20	32.78
C4029Lb	60	11	20.47
C4029Lc	49	14	19.95
C4029Ld	55	13	17.74
C4029Le	53	12	20.16
C4029Lf	55	12	19.32
C4030La	60	5	19.21
C4030Lb	72	7	20.86
C4030Lc	73	7	27.08
C4030Ld	74	7	24.61
C4030Le	60	8	23.72
C4030Lf	75	10	28.04
D4031La	70	6	16.42
D4031Lb	69	9	20.87
D4031Lc	69	14	30.31
D4031Ld	73	14	35.78
D4031Le	74	11	29.74
D4031Lf	67	9	21.39
D4033La	75	11	32.65
D4033Lb	66	9	25.75
D4033Lc	74	8	30.04
D4033Ld	73	9	23.87
D4033Le	70	9	23.4
D4033Lf	69	8	21.46
D4034La	50	19	27.12
D4034Lb	54	19	35.57
D4034Lc	48	21	28.64
D4034Ld	45	24	27.02
D4034Le	53	23	45.05
D4034Lf	48	19	25.44
D4035La	41	10	10.98
D4035Lb	48	15	19.88
D4035Lc	53	14	29.16
D4035Ld	56	16	34.95
D4035Le	67	15	32.91
D4035Lf	45	12	11.81
D4036La	53	26	28.82
D4036Lb	56	12	18.58
D4036Lc	50	26	31.81
D4036Ld	54	23	33.65
D4036Le	48	17	18.32
D4036Lf	52	23	33.44
D4037La	66	16	39.55
D4037Lb	68	15	28.09
D4037Lc	66	16	36.98
D4037Ld	68	14	40.59
D4037Le	68	17	35.2
D4037Lf	65	15	37.97
D4038La	68	5	15.8
D4038Lb	66	3	14.11
D4038Lc	65	4	11.78
D4038Ld	70	4	17.31
D4038Le	65	5	14.35
D4038Lf	65	6	17.65
D4039La	53	13	14.55
D4039Lb	40	7	9.02
D4039Lc	44	14	16.92
E4043La	57	21	39.82
E4043Lb	54	22	39.12
E4043Lc	66	30	55.29
E4043Ld	59	18	30.32
E4043Le	56	18	30.6
E4043Lf	51	25	32.25
E4045La	50	21	37.27
E4045Lb	57	34	64.95
E4045Lc	54	31	45.25
E4045Ld	50	21	36.6
E4045Le	52	19	30.02
E4045Lf	47	30	44.28
F4049La	61	15	42.13
F4049Lb	58	17	44.42
F4049Lc	56	17	35.98
F4049Ld	66	21	50.65
F4049Le	60	21	47.32
F4049Lf	59	16	44.13
F4052La	54	17	39.3
F4052Lb	54	9	17.2
F4052Lc	54	14	32.73
F4052Ld	56	16	33.4
F4052Le	53	16	32.05
F4052Lf	42	10	13.06
F4056La	48	22	32.2
F4056Lb	52	18	35.64
F4056Lc	46	20	47.3
F4056Ld	47	20	34.57
F4056Le	51	22	35.81
F4056Lf	49	24	39.81
G4062La	47	18	31.89
G4062Lb	51	25	56
G4062Lc	49	19	36.51
G4062Ld	49	24	41.23
G4062Le	48	18	33.08
G4062Lf	51	25	55.28
G4063La	62	9	23.82
G4063Lb	59	7	20.83
G4063Lc	71	8	21.6
G4063Ld	64	6	20.82
G4063Le	55	6	13.43
G4063Lf	61	6	21.56
G4066La	71	13	31.16
G4066Lb	76	10	35.6
G4066Lc	68	5	12.7
G4070La	53	9	11.6
G4070Lb	55	9	13.67
G4070Lc	51	8	11.36
G4070Ld	55	13	18.86
G4070Le	56	13	18.37
G4070Lf	56	11	18.83
H4073La	71	13	28.37
H4073Lb	74	17	31.75
H4073Lc	72	13	25.57
H4073Ld	68	13	31.27
H4073Le	77	12	33.44
H4073Lf	64	18	48.44
H4075La	75	7	21.62
H4075Lb	75	9	41.4
H4075Lc	74	9	31.31
H4075Ld	71	11	43.11
H4075Le	70	14	54.63
H4075Lf	68	6	15.73
H4076La	39	23	29.61
H4076Lb	45	30	49.83
H4076Lc	42	21	37.38
H4076Ld	43	26	37.74
H4076Le	44	24	39.53
H4076Lf	40	25	40.53
H4077La	59	14	30.5
H4077Lb	63	15	32.05
H4077Lc	61	14	25.73
H4077Ld	65	16	31.97
H4077Le	65	14	31.87
H4077Lf	63	12	34.58
H4080La	56	16	32.17
H4080Lb	62	19	33.93
H4080Lc	62	33	71.4
H4080Ld	61	18	40.5
H4080Le	60	11	18.84
H4080Lf	60	23	53.66
K4092La	64	17	43.46
K4092Lb	63	14	35.42
K4092Lc	68	16	37.6
K4092Ld	65	12	26.76
K4092Le	53	9	16.71
K4092Lf	58	7	18.54
K4093La	44	20	22.2
K4093Lb	55	25	57.73
K4093Lc	60	17	48.54
K4093Ld	67	21	57.67
K4093Le	56	21	49.17
K4093Lf	54	30	52.16
K4094La	58	6	17.26
K4094Lb	63	4	13.53
K4095La	34	6	6.34
K4096La	59	19	37.27
K4096Lb	54	36	85.42
K4096Lc	54	18	26.47
K4096Ld	50	27	33.91
K4096Le	49	35	48.5
K4096Lf	57	25	37.39
K4100La	61	16	32.11
K4100Lb	58	16	37.68
K4100Lc	57	10	22.06
K4100Ld	56	11	21.16
K4100Le	53	10	20.04
K4100Lf	58	17	40.96
L4102La	51	17	31.34
L4102Lb	50	24	39.18
L4102Lc	45	19	18.62
L4102Ld	47	24	35.97
L4102Le	51	22	30.49
L4102Lf	47	12	12.89
L4014La	51	4	11.74
L4014Lb	33	4	4.6
L4014Lc	56	10	22.66
L4014Ld	53	7	13.48
L4014Le	43	6	7.87
L4014Lf	40	9	10.8
L4105La	41	8	13.6
L4105Lb	39	9	10.6
L4105Lc	42	8	13.35
L4106La	63	8	13.37
L4106Lb	68	15	29.07
L4106Lc	65	21	37.56
L4106Ld	78	28	44.18
L4106Le	76	25	50.96
L4106Lf	77	20	52.97
M4111La	46	26	34.25
M4111Lb	49	22	29.51
M4111Lc	44	19	21.07
M4111Ld	52	24	39.41
M4111Le	53	26	33.35
M4111Lf	44	15	16.23
M4112La	56	10	16.59
M4112Lb	56	16	24.06
M4112Lc	57	10	16.18
M4112Ld	51	15	18.7
M4112Le	53	13	17.02
M4112Lf	48	9	10.59
M4113La	65	16	47.32
M4113Lb	53	14	26.47
M4113Lc	60	16	26.4
M4113Ld	47	6	5.89
M4113Le	43	9	9.68
M4113Lf	37	8	5.58
M4114La	57	18	30.43
M4114Lb	68	20	43.24
M4114Lc	59	27	55.14
M4114Ld	65	19	43.23
M4114Le	58	14	25.43
M4114Lf	62	23	53.65
M4115La	65	13	31.41
M4115Lb	64	18	40.05
M4115Lc	68	14	34.88
M4115Ld	74	11	38.94
M4115Le	71	15	33.1
M4115Lf	71	11	31.9
M4116La	52	19	30.34
M4116Lb	47	20	34.27
M4116Lc	51	21	36.37
M4116Ld	50	22	38.75
M4116Le	49	28	42.39
M4116Lf	43	23	27.7
M4117La	45	12	11.64
M4117Lb	52	14	19.17
M4117Lc	54	17	17.16
M4117Ld	54	17	23.48
M4117Le	53	14	15.99
M4117Lf	56	14	20.43
M4118La	45	13	15.44
M4118Lb	41	20	16.95
M4118Lc	44	12	13.76
M4119La	43	19	24.85
M4119Lb	51	20	26.61
M4119Lc	62	24	57.03
M4119Ld	45	21	20.1
M4119Le	50	23	29.45
M4119Lf	47	35	36.9
M4120La	47	6	8.69
M4120Lb	60	12	23.85
M4120Lc	58	15	33.88
M4120Ld	59	13	27.26
M4120Le	55	16	34.88
M4120Lf	47	5	7.33
N4121La	63	28	59.21
N4121Lb	55	24	38.74
N4121Lc	60	25	59.31
N4121Ld	68	33	75.92
N4121Le	71	21	67.21
N4121Lf	68	27	58.37
N4122La	63	16	39.47
N4122Lb	65	22	58.85
N4122Lc	73	15	49.15
N4122Ld	73	17	65.91
N4122Le	55	13	29.39
N4122Lf	61	14	34.87
N4124La	63	25	38.06
N4124Lb	66	21	48.71
N4124Lc	66	15	30.24
N4124Ld	67	18	31.8
N4124Le	60	30	45.08
N4124Lf	61	21	43.45
N4126La	41	27	37.05
N4126Lb	41	32	53.59
N4126Lc	30	16	16.01
N4126Ld	36	28	42.08
N4126Le	32	16	18.05
N4126Lf	30	14	11.64
N4127La	55	12	31.1
N4127Lb	49	9	11.23
N4127Lc	56	22	36.87
N4128La	65	12	29.18
N4128Lb	61	27	55.14
N4128Lc	67	26	42.7
N4128Ld	63	14	37.1
N4128Le	61	30	62.35
N4128Lf	70	24	56.35
N4129La	47	9	14.2
N4130La	62	20	37.87
N4130Lb	64	21	51.72
N4130Lc	60	23	48.39
N4130Ld	61	21	45.17
N4130Le	62	29	61.67
N4130Lf	62	23	47.83
P4131La	70	23	57.8
P4131Lb	67	16	34.46
P4131Lc	73	15	46.21
P4131Ld	69	22	54.57
P4131Le	73	13	43.36
P4131Lf	67	21	47.2
P4132La	80	11	49.25
P4132Lb	80	12	47.06
P4132Lc	85	12	54.87
P4132Ld	91	12	55.93
P4132Le	79	13	48.98
P4132Lf	87	12	50.75
P4134La	57	22	33.46
P4134Lb	58	27	43.85
P4134Lc	69	28	67.25
P4134Ld	53	22	34.79
P4134Le	54	20	30.38
P4134Lf	58	21	44.32
P4135La	60	23	40.48
P4135Lb	64	21	43.37
P4135Lc	70	25	49.32
P4135Ld	64	15	34.09
P4135Le	61	22	33.67
P4135Lf	61	24	47.2
Q4141La	47	11	15.05
S4168La	60	15	34.55
S4168Lb	60	25	46.33
S4168Lc	65	13	32.47
S4168Ld	60	13	29.87
S4168Le	65	16	38.47
S4168Lf	91	13	67.03
S4169La	60	12	17.72
S4169Lb	61	12	20.64
S4169Lc	63	15	29.47
S4169Ld	61	12	21.44
S4169Le	62	20	29.12
S4169Lf	67	10	16.85
T4172La	67	20	62.87
T4172Lb	78	14	61.22
T4172Lc	74	14	62.26
T4172Ld	73	14	60.17
T4172Le	61	9	31.14
T4172Lf	75	17	46.33
T4174La	83	18	53.97
T4174Lb	93	14	52.6
T4174Lc	85	18	56.42
T4174Ld	84	16	46.25
T4174Le	77	15	31.07
T4174Lf	75	9	15.81
W4193La	68	9	23.42
W4193Lb	64	12	26.14
W4193Lc	68	20	39.58
W4193Ld	67	11	22.11
W4193Le	74	12	29.1
W4193Lf	67	10	20.26
W4194La	49	11	19.36
W4194Lb	65	16	49.41
W4194Lc	53	13	26.47
W4194Ld	56	20	37.49
W4194Le	56	12	27.02
W4194Lf	63	11	27.74
W4200La	55	22	46.13
W4200Lb	54	23	45.85
W4200Lc	56	33	60.07
W4200Ld	57	21	36.85
W4200Le	58	30	63.3
W4200Lf	52	23	40.84
X4203La	68	34	58.2
X4203Lb	61	27	36.29
X4203Lc	65	31	46.94
X4203Ld	64	36	52.93
X4203Le	73	44	69.29
X4203Lf	58	30	31.39
X4205La	66	18	55.22
X4205Lb	62	10	24.56
X4205Lc	73	17	65.67
X4205Ld	73	17	54.07
X4205Le	65	13	28.67
X4205Lf	61	10	22.79
X4207La	70	22	59.3
X4207Lb	64	20	42.7
X4207Lc	69	41	104.2
X4207Ld	58	18	48.59
X4207Le	64	16	40.28
X4207Lf	61	22	52.38
X4208La	73	11	21.48
X4208Lb	110	9	57.31
X4208Lc	65	4	6.94
X4209La	66	4	14.59
X4209Lb	75	6	19.52
X4209Lc	70	4	14.6
X4209Ld	66	7	18.85
X4209Le	57	4	9.64
X4209Lf	78	6	19.74
Y4212La	48	9	18.05
Y4212Lb	48	6	20.62
Y4212Lc	42	9	11.82
Y4212Ld	49	7	22.82
Y4212Le	44	8	16.21
Y4212Lf	43	7	16.07
Y4213La	60	13	26.68
Y4213Lb	58	9	23.07
Y4213Lc	72	11	39.3
Y4213Ld	64	12	42.22
Y4213Le	71	11	41.35
Y4213Lf	59	11	22.15
Y4214La	53	9	16.71
Y4214Lb	53	6	14.22
Y4215La	45	16	25.11
Y4215Lb	42	17	21.91
Y4215Lc	45	20	33.01
Y4215Ld	43	19	24.95
Y4215Le	45	20	33.71
Y4215Lf	44	17	24.59
D4040La	63	16	25.97
D4040Lb	62	15	26.28
D4040Lc	63	18	35.05
D4040Ld	86	14	58.22
D4040Le	61	16	23.58
D4040Lf	61	17	33.72
F4057La	47	20	35.11
F4057Lb	49	9	22.95
F4057Lc	45	19	35.12
F4057Ld	48	20	46.79
F4057Le	47	21	32.57
F4057Lf	45	13	28.64
J4087La	62	28	53.18
J4087Lb	56	21	34.24
J4087Lc	61	25	50.79
J4087Ld	56	13	18.84
J4087Le	65	18	37.51
J4087Lf	65	34	64.54
Q4142La	74	9	21.66
Q4142Lb	80	7	19.76
Q4142Lc	85	8	24.25
Q4142Ld	70	5	13.86
Q4142Le	90	11	35.26
Q4142Lf	90	8	27.7
Q4143La	62	8	19.46
Q4143Lb	57	7	16.31
Q4143Lc	62	12	34.56
Q4143Ld	64	15	41.21
Q4143Le	65	13	32.74
Q4143Lf	67	17	48.99
Q4144La	53	8	15.51
Q4144Lb	55	9	18.29
Q4144Lc	53	8	18.81
Q4144Ld	57	8	19.83
Q4144Le	59	4	11.12
Q4144Lf	53	7	9.56
Q4146La	55	9	18.42
Q4146Lb	60	14	28.68
Q4146Lc	61	13	26.63
Q4146Ld	57	12	21.21
Q4146Le	56	12	27.85
Q4146Lf	51	12	26.2
R4151La	81	17	39.92
R4151Lb	86	12	32.99
R4151Lc	80	11	28.57
R4151Ld	80	7	14.91
R4151Le	81	19	37.12
R4151Lf	81	12	23.33
R4152La	73	16	38.53
R4152Lb	81	12	46.27
R4152Lc	75	17	54.77
R4152Ld	72	16	43.56
R4152Le	69	16	33.37
R4152Lf	72	11	18.9
R4153La	77	21	62.03
R4153Lb	84	17	50.63
R4153Lc	88	19	57.38
R4153Ld	88	19	59.17
R4153Le	77	12	21.28
R4153Lf	84	26	81.78
R4154La	57	26	38.7
R4154Lb	53	38	52.2
R4154Lc	52	14	15.8
R4154Ld	60	35	55.72
R4154Le	58	32	47.82
R4154Lf	54	29	37.53
R4156La	67	8	19.14
R4156Lb	73	11	40.8
R4156Lc	75	11	37.34
R4156Ld	64	8	25.8
R4156Le	65	7	21.61
R4156Lf	67	9	24.04
R4157La	72	9	30.39
R4157Lb	72	10	34.02
R4157Lc	60	11	24.72
R4157Ld	65	10	28.05
R4157Le	70	10	33.75
R4157Lf	49	9	13.66
R4159La	56	6	12.8
S4161La	61	18	28.85
S4161Lb	58	17	26.98
S4161Lc	67	18	32.11
S4161Ld	61	14	24.21
S4161Le	55	8	13.2
S4161Lf	62	16	28.62
S4162La	65	32	49.25
S4162Lb	63	15	27.42
S4162Lc	66	16	31.56
S4162Ld	67	21	40.53
S4162Le	67	20	44.23
S4162Lf	69	30	57.19
S4163La	52	13	11.81
S4163Lb	62	20	25.69
S4163Lc	67	23	47.39
S4163Ld	50	14	13.92
S4163Le	68	21	30.43
S4163Lf	63	14	18.4
S4165La	62	23	74.65
S4165Lb	63	15	34.06
S4165Lc	69	10	35.43
S4165Ld	60	13	28
S4165Le	72	15	60.01
S4165Lf	69	19	52.45
S4167La	71	10	29.28
S4167Lb	78	10	33.78
S4167Lc	87	10	40.45
S4167Ld	85	9	27.55
S4167Le	73	7	14.9
S4167Lf	85	9	29.01
